Submitting_documents.Purpose,Giving.Purpose,Giving_scenario.Purpose,Intentionally_act.Purpose,Lose_possession.Purpose
Having_or_lacking_access.Theme,Capability.Entity,Gradable_attributes.Entity
Activity_pause.Manner,Activity.Manner,Process_pause.Manner,Process.Manner,Event.Manner,Process.Manner
Attempt_suasion.Means,Attempt.Means,Attempting_scenario.Means
Emotions_success_or_failure.Topic,Emotions_by_stimulus.Topic,Emotions.Topic
Container_focused_placing.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Enforcing.Means,Execute_plan.Means,Intentionally_act.Means
Setting_out.Explanation,Quitting_a_place.Explanation,Travel.Reason,Departing.Reason,Intentional_traversing.Explanation,Self_motion.Reason,Self_motion.Reason
Hospitality.Host,Social_interaction_evaluation.Evaluee,Social_behavior_evaluation.Individual
Activity_prepare.Manner,Activity.Manner,Process.Manner
Escaping.Speed,Departing.Speed,Traversing.Speed
Containment_relation.Ground,Locative_relation.Ground,Relation.Entity2,Trajector-Landmark.Landmark
Working_on.Means,Attempt.Means,Attempting_scenario.Means
Visit_host_stay.Host,Visiting_scenario_stay.Entity,Visitor_and_host.Host,Visiting_scenario.Entity,Visiting_scenario.Entity
Partiality.Judge,Social_interaction_evaluation.Judge,Social_behavior_evaluation.Judge
Scarcity.Collection,Abundance.Collection,Gradable_attributes.Entity
Exchange.Manner,Intentionally_act.Manner,Event.Manner
Change_of_consistency.Time,Event.Time,Change_of_state_scenario.Time
Sign_agreement.Signature,Text_creation.Text,Intentionally_create.Created_entity
Setting_out.Source,Quitting_a_place.Source,Travel.Source,Departing.Source,Intentional_traversing.Source,Self_motion.Source,Self_motion.Source
Aesthetics.Circumstances,Desirability.Circumstances,Gradable_attributes.Circumstances,Gradable_attributes.Circumstances
Post_receiving.Theme,Post_getting.Theme,Receiving_scenario.Theme,Getting_scenario.Theme,Possession.Possession,Getting_scenario.Theme
Departing.Source,Traversing.Source,Motion.Source
Trendiness.Behavior,Social_behavior_evaluation.Behavior,Gradable_attributes.Entity
Cause_to_be_included.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Using.Agent,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Food_gathering.Place,Agriculture.Place,Attempt_obtain_food_scenario.Place
Execution.Executioner,Killing.Killer,Rewards_and_punishments.Agent,Transitive_action.Agent,Intentionally_affect.Agent
Cause_expansion.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Renting.Time,Commerce_buy.Time,Getting.Time
Immobilization.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Rotting.Time,Event.Time,Change_of_state_scenario.Time
Health_response.Degree,Inclination.Degree,Gradable_attributes.Degree
Cause_to_resume.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Grinding.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Visit_host_departure.Path,Visiting_scenario_departing.Path,Departing.Path
Arrest.Authorities,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Extradition.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Visiting_scenario_arrival.Mode_of_transportation,Arriving.Mode_of_transportation,Traversing.Vehicle
Halt.Time,Activity_stop.Time,Motion.Time,Process_stop.Time
Destroying.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Cause_to_end.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Extradition.Purpose,Intentionally_affect.Purpose,Intentionally_act.Purpose
Substance.Type,Physical_entity.Type,Entity.Type
Emotions_success_or_failure.Reason,Emotions_by_stimulus.Reason,Emotions.Reason
Commerce_pay.Place,Giving.Place,Intentionally_act.Place,Lose_possession.Place
Commerce_goods-transfer.Unit,Commercial_transaction.Unit,Commerce_scenario.Unit
Renting.Explanation,Commerce_buy.Reason,Getting.Reason
Post_giving.Donor,Giving_scenario.Donor,Post_lose_possession.Owner,Lose_possession_scenario.Donor,Lose_possession_scenario.Donor,Possession.Owner
Manipulate_into_doing.Purpose,Intentionally_affect.Purpose,Intentionally_act.Purpose
Aiming.Means,Manipulation.Means,Intentionally_affect.Means
Connecting_architecture.Orientation,Architectural_part.Orientation,Shaped_part.Orientation
Taking.Theme,Getting.Theme,Intentionally_affect.Patient,Getting_scenario.Theme,Transitive_action.Patient
Visiting_scenario_arrival.Agent,Arriving.Theme,Visiting_scenario.Agent,Eventive_affecting.Entity,Traversing.Theme
Hunting.Food,Hunting_scenario.Food,Attempt_obtain_food_scenario.Food
Earnings_and_losses.Purpose,Commerce_collect.Purpose,Getting.Purpose
Hunting.Time,Hunting_scenario.Time,Attempt_obtain_food_scenario.Time
Rising_to_a_challenge.Time,Meet_specifications.Time,Satisfying.Time
Submitting_documents.Means,Giving.Means,Intentionally_act.Means
Surpassing.Profiled_item,Position_on_a_scale.Item,Gradable_attributes.Entity
Container_focused_placing.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Renting.Means,Commerce_buy.Means,Getting.Means
Fining.Purpose,Rewards_and_punishments.Purpose,Intentionally_affect.Purpose
Food_gathering.Duration,Agriculture.Duration,Attempt_obtain_food_scenario.Duration
Firing.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Bail_decision.Time,Arraignment.Time,Intentionally_act.Time,Criminal_process.Time,Process.Time,Event.Time
Interrupt_process.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Pardon.Means,Clemency.Means,Intentionally_act.Means
Cause_to_be_included.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Firing.Employer,Employer's_scenario.Employer,Employment_end.Employer,Intentionally_affect.Agent,Employment_scenario.Employer,Intentionally_act.Agent,Transitive_action.Agent
Commerce_goods-transfer.Seller,Commercial_transaction.Seller,Transfer.Donor,Commerce_scenario.Seller,Reciprocality.Protagonist_2,Transfer_scenario.Donor
Seeking_to_achieve.State_of_affairs,Working_on.Goal,Attempt.Goal
Destroying.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Halt.Manner,Activity_stop.Manner,Motion.Manner,Activity.Manner,Process_stop.Manner
Activity_ongoing.Duration,Activity.Duration,Process_continue.Duration,Process.Duration,Process.Duration
Imprisonment.Time,Inhibit_movement.Time,Intentionally_affect.Time
Dispersal.Source,Placing.Source,Cause_motion.Source
Attaching.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Education_teaching.Student,Intentionally_affect.Patient,Transitive_action.Patient
Fear.Manner,Emotions_by_possibility.Manner,Emotions_by_stimulus.Manner
Documents.Document,Text.Text,Artifact.Artifact
Amassing.Purpose,Getting.Purpose,Getting_scenario.Purpose
Commerce_pay.Manner,Giving.Manner,Giving_scenario.Manner,Intentionally_act.Manner
Cotheme.Means,Self_motion.Means,Intentionally_act.Means
Evading.Means,Avoiding.Means,Intentionally_act.Means
Hiring.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Destroying.Undergoer,Transitive_action.Patient,Objective_influence.Dependent_entity
Quitting_a_place.Circumstances,Intentional_traversing.Circumstances,Traversing.Circumstances
Resolve_problem.Frequency,Intentionally_act.Frequency,Event.Frequency
Relational_natural_features.Focal_feature,Natural_features.Locale,Locale.Locale
Forging.Forgery,Duplication.Copy,Intentionally_create.Created_entity
Causation.Place,Eventive_affecting.Place,Event.Place
Cause_fluidic_motion.Agent,Cause_motion.Agent,Transitive_action.Agent
Becoming_a_member.Place,Intentionally_act.Place,Event.Place
Fighting_activity.Purpose,Hostile_encounter.Purpose,Intentionally_act.Purpose
Fear.Time,Emotions_by_possibility.Time,Emotions_by_stimulus.Time
Annoyance.Experiencer,Emotions_by_stimulus.Experiencer,Emotions.Experiencer
Inhibit_movement.Purpose,Intentionally_affect.Purpose,Intentionally_act.Purpose
Extradition.Suspect,Intentionally_affect.Patient,Transitive_action.Patient
Container_focused_removing.Source,Transitive_action.Patient,Objective_influence.Dependent_entity
Creating.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Fleeing.Source,Self_motion.Source,Motion.Source
Disgraceful_situation.Degree,Social_behavior_evaluation.Degree,Gradable_attributes.Degree
Corporal_punishment.Time,Cause_harm.Time,Rewards_and_punishments.Time,Cause_bodily_experience.Time,Transitive_action.Time,Intentionally_affect.Time
Clemency.Time,Intentionally_act.Time,Event.Time
Dispersal.Agent,Placing.Agent,Cause_motion.Agent,Transitive_action.Agent
Visit_host_arrival.Purpose,Visiting_scenario_arrival.Purpose,Visitor_and_host.Purpose,Arriving.Purpose,Visiting_scenario.Purpose,Visiting_scenario.Purpose
Cause_change_of_phase.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Cause_temperature_change.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Soaking.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Part_whole.Whole,Part_piece.Substance,Being_included.Whole
Manufacturing.Means,Intentionally_create.Means,Creating.Means,Intentionally_act.Means
Sign_agreement.Place,Text_creation.Place,Intentionally_create.Place
Emotions_by_possibility.Experiencer,Emotions_by_stimulus.Experiencer,Emotions.Experiencer
Cotheme.Depictive,Self_motion.Depictive,Motion.Depictive
Renting.Lessee,Commerce_buy.Buyer,Getting.Recipient
Revenge.Time,Rewards_and_punishments.Time,Intentionally_affect.Time
Grooming.Time,Intentionally_affect.Time,Intentionally_act.Time,Transitive_action.Time
Cause_to_be_wet.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Being_up_to_it.Circumstances,Capability.Circumstances,Gradable_attributes.Circumstances,Possibility.Circumstances
Emotions_success_or_failure.Stimulus,Emotions_by_stimulus.Stimulus,Emotions.Stimulus
Commerce_money-transfer.Unit,Commercial_transaction.Unit,Commerce_scenario.Unit
Misdeed.Misdeed,Event.Event,Change_of_state_scenario.Event
Manipulate_into_shape.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Intentionally_create.Manner,Creating.Manner,Intentionally_act.Manner,Transitive_action.Manner,Event.Manner
Gesture.Addressee,Communication.Addressee,Cause_to_perceive.Perceiver
Preserving.Place,Processing_materials.Place,Intentionally_affect.Place
Containing.Contents,Locative_relation.Ground,Relation.Entity2,Trajector-Landmark.Landmark
Visiting_scenario_departing.Source,Departing.Source,Visiting_scenario.Entity,Traversing.Source
Hunting.Outcome,Hunting_scenario.Outcome,Attempt_obtain_food_scenario.Outcome
Activity_done_state.Time,Process_completed_state.Time,Process.Time
Annoyance.Parameter,Emotions_by_stimulus.Parameter,Emotions.Parameter
Death.Manner,Ceasing_to_be.Manner,Event.Manner
Setting_out.Distance,Quitting_a_place.Distance,Travel.Distance,Departing.Distance,Intentional_traversing.Distance,Self_motion.Distance,Self_motion.Distance
Historic_event.Reason,Eventive_affecting.Reason,Event.Reason
Trust.Cognizer,Certainty.Cognizer,Gradable_attributes.Entity
Ambient_temperature.Circumstances,Temperature.Circumstances,Measurable_attributes.Circumstances
Renting_out.Lessee,Commerce_sell.Seller,Giving.Donor
Communication_manner.Speaker,Communication.Communicator,Cause_to_perceive.Agent
Commerce_money-transfer.Buyer,Commercial_transaction.Buyer,Transfer.Donor,Commerce_scenario.Buyer,Reciprocality.Protagonist_1,Transfer_scenario.Donor
Kidnapping.Perpetrator,Committing_crime.Perpetrator,Getting.Recipient,Crime_scenario.Perpetrator,Misdeed.Wrongdoer,Getting_scenario.Recipient
Death.Time,Ceasing_to_be.Time,Event.Time
Cause_to_perceive.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Cause_bodily_experience.Experiencer,Transitive_action.Patient,Objective_influence.Dependent_entity
Rope_manipulation.Means,Manipulate_into_shape.Means,Intentionally_affect.Means
Cause_to_be_dry.Place,Transitive_action.Place,Event.Place,Objective_influence.Place
Exhaust_resource.Resource,Using.Instrument,Intentionally_affect.Instrument,Intentionally_affect.Patient
Cause_to_be_included.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Quarreling.Arguer1,Discussion.Interlocutor_1,Chatting.Interlocutor_1,Reciprocality.Protagonist_1
Notification_of_charges.Place,Arraignment.Place,Criminal_process.Place,Process.Place
Cutting.Time,Intentionally_affect.Time,Intentionally_act.Time,Transitive_action.Time
Resolve_problem.Place,Intentionally_act.Place,Event.Place
Emotions_success_or_failure.Experiencer,Emotions_by_stimulus.Experiencer,Emotions.Experiencer
Container_focused_removing.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Exchange_currency.Place,Cause_change.Place,Transitive_action.Place
Partiality.Manifestation_of_bias,Social_interaction_evaluation.Behavior,Social_behavior_evaluation.Behavior
Cause_to_fragment.Time,Transitive_action.Time,Event.Time,Objective_influence.Time
Dispersal.Means,Placing.Means,Cause_motion.Means,Transitive_action.Means
Drop_in_on.Time,Visitor_arrival.Time,Arriving.Time,Visiting_scenario_arrival.Time
Commerce_money-transfer.Time,Transfer.Time,Eventive_affecting.Time
Hiding_objects.Time,Intentionally_affect.Time,Intentionally_act.Time,Transitive_action.Time
Commerce_goods-transfer.Buyer,Commercial_transaction.Buyer,Transfer.Recipient,Commerce_scenario.Buyer,Reciprocality.Protagonist_1,Transfer_scenario.Recipient
Rope_manipulation.Manner,Manipulate_into_shape.Manner,Intentionally_affect.Manner
Speed.Circumstances,Measurable_attributes.Circumstances,Gradable_attributes.Circumstances
Intentional_traversing.Means,Self_motion.Means,Traversing.Means,Intentionally_act.Means
Dispersal.Time,Placing.Time,Cause_motion.Time,Transitive_action.Time
Replacing.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Surviving.Survivor,Success_or_failure.Agent,Attempting_scenario.Agent
Arranging.Location,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Abusing.Purpose,Committing_crime.Purpose,Misdeed.Purpose
Touring.Attraction,Perception_active.Phenomenon,Perception.Sought_entity
Supporting.Place,Assistance.Place,Intentionally_act.Place
Cooking_creation.Place,Intentionally_create.Place,Creating.Place,Intentionally_act.Place
Translating.Target_symbol,Intentionally_create.Created_entity,Creating.Created_entity
Besieging.Purpose,Attack.Purpose,Intentionally_affect.Purpose
Hunting_success_or_failure.Time,Hunting_scenario.Time,Attempt_obtain_food_scenario.Time
Reassuring.Speaker,Communication.Communicator,Cause_to_perceive.Agent
Attack.Place,Intentionally_affect.Place,Intentionally_act.Place,Transitive_action.Place
Releasing_from_custody.Purpose,Releasing.Purpose,Intentionally_affect.Purpose
Cotheme.Distance,Self_motion.Distance,Motion.Distance
Foreign_or_domestic_country.Current_country,Political_locales.Locale,Locale_by_ownership.Locale
Cause_change_of_strength.Cause,Transitive_action.Cause,Objective_influence.Influencing_situation
Prison.Location,Locale_by_use.Relative_location,Locale.Relative_location
Expectation.Topic,Awareness.Topic,Mental_activity.Topic
Aiming.Manner,Manipulation.Manner,Intentionally_affect.Manner
Grooming.Agent,Intentionally_affect.Agent,Intentionally_act.Agent,Transitive_action.Agent
Submitting_documents.Place,Giving.Place,Intentionally_act.Place,Lose_possession.Place
Locative_relation.Figure,Relation.Entity1,State.Entity,Trajector-Landmark.Trajector,Relation.Entity1
Body_mark.Cause,Physical_entity.Formational_cause,Entity.Formational_cause
Cause_change_of_strength.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Temperature.Temperature,Measurable_attributes.Value,Attributes.Value,Gradable_attributes.Value
Strictness.Degree,Social_interaction_evaluation.Degree,Social_behavior_evaluation.Degree
Commerce_money-transfer.Means,Commercial_transaction.Means,Transfer.Means,Commerce_scenario.Means
Setting_out.Place,Quitting_a_place.Place,Travel.Place,Departing.Place,Intentional_traversing.Place,Self_motion.Place,Self_motion.Place
Hunting_success_or_failure.Manner,Hunting_scenario.Manner,Attempt_obtain_food_scenario.Manner
Process_start.Place,Event.Place,Process.Place,Change_of_state_scenario.Place
Receiving.Manner,Getting.Manner,Event.Manner
Visiting.Normal_location,Visiting_scenario_stay.Normal_location,Visitor_scenario.Normal_location,Visiting_scenario.Normal_location
Travel.Direction,Self_motion.Direction,Motion.Direction
Grasp.Category,Awareness.Role,Mental_activity.Role
Visiting.Manner,Intentionally_act.Manner,Visiting_scenario_stay.Manner,Event.Manner
Evaluative_comparison.Profiled_item,Position_on_a_scale.Item,Gradable_attributes.Entity
Submitting_documents.Authority,Giving.Recipient,Giving_scenario.Recipient,Lose_possession.Recipient
Seeking.Cognizer_agent,Seeking_to_achieve.Agent,Working_on.Agent
Execution.Means,Killing.Means,Rewards_and_punishments.Means,Transitive_action.Means,Intentionally_affect.Means
Robbery.Place,Committing_crime.Place,Misdeed.Place
Setting_out.Vehicle,Quitting_a_place.Vehicle,Travel.Travel_means,Departing.Mode_of_transportation,Intentional_traversing.Vehicle
Change_event_duration.Agent,Cause_change.Agent,Transitive_action.Agent
Judicial_body.Judicial_body,Institutions.Institution,Organization.Organization
Setting_out.Manner,Quitting_a_place.Manner,Travel.Manner,Departing.Manner,Intentional_traversing.Manner,Self_motion.Manner,Self_motion.Manner
Temperature.Degree,Measurable_attributes.Degree,Gradable_attributes.Degree
Removing.Means,Cause_motion.Means,Transitive_action.Means,Transitive_action.Means
Cause_to_be_sharp.Agent,Transitive_action.Agent,Objective_influence.Influencing_entity
Shoot_projectiles.Means,Cause_motion.Means,Transitive_action.Means
Committing_crime.Time,Misdeed.Time,Event.Time
Commerce_goods-transfer.Place,Transfer.Place,Eventive_affecting.Place
Commerce_goods-transfer.Means,Commercial_transaction.Means,Transfer.Means,Commerce_scenario.Means
Weapon.Weapon,Artifact.Artifact,Entity.Entity
Cooking_creation.Means,Intentionally_create.Means,Creating.Means,Intentionally_act.Means
Intentional_traversing.Direction,Self_motion.Direction,Traversing.Direction,Motion.Direction,Motion.Direction
Talking_into.Means,Manipulate_into_doing.Means,Intentionally_affect.Means
Apply_heat.Purpose,Intentionally_affect.Purpose,Intentionally_affect.Reason,Intentionally_act.Purpose
Activity_prepare.Duration,Activity.Duration,Process.Duration
Grinding.Manner,Transitive_action.Manner,Event.Manner,Objective_influence.Manner
Process_start.Reason,Event.Reason,Change_of_state_scenario.Reason
Planting.Particular_iteration,Agriculture.Particular_iteration,Attempt_obtain_food_scenario.Particular_iteration
Closure.Manner,Intentionally_affect.Manner,Intentionally_act.Manner,Transitive_action.Manner
Commerce_collect.Reason,Getting.Reason,Event.Reason,Getting_scenario.Reason
Medical_professionals.Age,People_by_vocation.Age,People.Age
Cause_to_amalgamate.Means,Intentionally_affect.Means,Intentionally_act.Means,Transitive_action.Means
Accoutrements.Name,Artifact.Name,Entity.Name
Arriving.Path,Traversing.Path,Motion.Path
Visiting_scenario_departing.Agent,Departing.Theme,Visiting_scenario.Agent,Eventive_affecting.Entity,Traversing.Theme
Hunting.Hunter,Hunting_scenario.Hunter,Attempt_obtain_food_scenario.Seeker
Communication_response.Place,Response.Place,Eventive_affecting.Place
